purchase_time,account_id,ip,product_id,amount,num_tickets,scalp_flag
2025-01-23T08:42:00+00:00,A0065,145.91.179.46,P016,73.39,1,0
2025-01-23T10:40:00+00:00,A0004,147.89.141.199,P004,68.55,1,0
2025-01-23T10:47:00+00:00,A0095,16.130.41.150,P010,68.19,1,0
2025-01-23T11:33:00+00:00,A0087,243.127.11.160,P010,31.27,1,0
2025-01-23T13:06:00+00:00,A0077,213.61.139.33,P011,48.58,1,0
2025-01-23T13:17:00+00:00,A0033,222.82.233.114,P018,12.95,1,0
2025-01-23T16:08:00+00:00,A0091,172.94.182.117,P016,86.5,1,0
2025-01-23T17:15:00+00:00,A0036,133.62.215.222,P001,50.85,1,0
2025-01-23T18:52:00+00:00,A0083,234.129.220.106,P007,40.46,1,0
2025-01-23T19:01:00+00:00,A0042,69.134.138.99,P001,64.44,1,0
2025-01-23T19:18:00+00:00,A0089,248.41.226.61,P012,62.4,1,0
2025-01-23T19:54:00+00:00,A0045,113.57.119.121,P017,66.78,1,0
2025-01-23T21:12:00+00:00,A0000,49.215.52.196,P011,35.03,1,0
2025-01-23T21:40:00+00:00,A0017,209.35.173.193,P010,69.66,1,0
2025-01-23T22:02:00+00:00,A0011,245.49.109.144,P013,53.18,1,0
2025-01-23T23:01:00+00:00,A0043,192.175.109.37,P001,55.35,1,0
2025-01-24T00:13:00+00:00,A0016,239.106.245.132,P002,45.09,1,0
2025-01-24T00:53:00+00:00,A0037,38.28.95.140,P001,35.36,1,0
2025-01-24T04:01:00+00:00,A0019,53.128.53.45,P007,81.21,1,0
2025-01-24T04:05:00+00:00,A0083,29.92.85.37,P007,74.64,1,0
2025-01-24T04:11:00+00:00,A0013,235.25.1.7,P015,43.42,1,0
2025-01-24T04:51:00+00:00,A0036,33.85.59.253,P018,54.62,1,0
2025-01-24T06:26:00+00:00,A0073,170.177.45.101,P018,30.65,1,0
2025-01-24T06:30:00+00:00,A0019,105.95.23.172,P012,34.5,1,0
2025-01-24T07:48:00+00:00,A0090,93.88.20.110,P000,61.56,1,0
2025-01-24T08:23:00+00:00,A0037,109.237.114.116,P001,46.61,1,0
2025-01-24T09:59:00+00:00,A0063,36.67.228.199,P001,55.92,1,0
2025-01-24T10:21:00+00:00,A0093,244.43.97.87,P003,3.32,1,0
2025-01-24T11:22:00+00:00,A0004,162.225.232.197,P013,142.44,1,0
2025-01-24T12:03:00+00:00,A0084,133.100.227.148,P001,22.92,1,0
2025-01-24T14:54:00+00:00,A0051,157.230.71.102,P007,41.3,1,0
2025-01-24T16:01:00+00:00,A0024,251.100.73.57,P003,57.9,1,0
2025-01-24T17:12:00+00:00,A0070,28.63.14.146,P004,73.94,1,0
2025-01-24T17:54:00+00:00,A0080,113.207.60.42,P012,58.35,1,0
2025-01-24T19:24:00+00:00,A0041,36.67.17.133,P008,61.26,1,0
2025-01-24T19:59:00+00:00,A0005,194.162.54.161,P010,40.2,1,0
2025-01-24T20:22:00+00:00,A0052,206.176.103.49,P004,58.03,1,0
2025-01-24T21:13:00+00:00,A0066,63.153.76.19,P005,23.96,1,0
2025-01-24T22:16:00+00:00,A0026,47.132.177.168,P007,167.51,1,0
2025-01-24T22:46:00+00:00,A0087,236.182.245.240,P007,51.12,1,0
2025-01-24T23:33:00+00:00,A0088,13.135.168.174,P014,44.76,1,0
2025-01-25T00:40:00+00:00,A0028,11.94.115.80,P013,21.73,1,0
2025-01-25T00:44:00+00:00,A0039,126.75.62.222,P012,62.55,1,0
2025-01-25T01:36:00+00:00,A0054,30.166.27.229,P013,85.82,1,0
2025-01-25T02:10:00+00:00,A0050,130.148.193.53,P003,62.85,1,0
2025-01-25T03:46:00+00:00,A0001,188.247.232.172,P006,116.64,1,0
2025-01-25T04:22:00+00:00,A0049,224.5.200.143,P016,29.04,1,0
2025-01-25T04:31:00+00:00,A0003,77.149.108.251,P012,77.05,1,0
2025-01-25T04:45:00+00:00,A0018,138.249.136.130,P008,23.59,1,0
2025-01-25T07:56:00+00:00,A0009,36.193.27.66,P001,43.67,1,0
2025-01-25T08:21:00+00:00,A0037,2.56.142.21,P010,57.9,1,0
2025-01-25T08:33:00+00:00,A0089,121.65.110.63,P012,27.97,1,0
2025-01-25T08:42:00+00:00,A0081,196.124.3.174,P016,205.07,1,0
2025-01-25T08:50:00+00:00,A0036,135.108.62.4,P019,34.89,1,0
2025-01-25T09:12:00+00:00,A0074,110.196.232.207,P012,57.03,1,0
2025-01-25T09:17:00+00:00,A0097,194.92.179.210,P012,54.17,1,0
2025-01-25T12:02:00+00:00,A0086,132.245.99.205,P018,51.36,1,0
2025-01-25T14:05:00+00:00,A0056,201.147.13.125,P017,43.91,1,0
2025-01-25T16:00:00+00:00,A0060,236.242.173.63,P016,64.06,1,0
2025-01-25T17:37:00+00:00,A0027,113.37.11.213,P001,76.16,1,0
2025-01-25T17:39:00+00:00,A0090,247.248.60.213,P005,49.2,1,0
2025-01-25T18:19:00+00:00,A0083,177.49.249.176,P000,48.68,1,0
2025-01-25T19:49:00+00:00,A0000,187.201.151.154,P009,69.76,1,0
2025-01-25T21:20:00+00:00,A0086,95.47.212.199,P005,69.66,1,0
2025-01-25T21:48:00+00:00,A0059,202.207.66.58,P003,76.19,1,0
2025-01-25T22:07:00+00:00,A0008,29.250.103.48,P001,40.9,1,0
2025-01-25T22:34:00+00:00,A0049,204.90.204.102,P019,30.1,1,0
2025-01-25T23:56:00+00:00,A0002,64.192.191.34,P014,29.31,1,0
2025-01-26T00:31:00+00:00,A0040,210.64.48.69,P002,54.69,1,0
2025-01-26T00:38:00+00:00,A0088,162.151.5.111,P001,55.92,1,0
2025-01-26T00:43:00+00:00,A0045,126.75.51.36,P019,64.89,1,0
2025-01-26T03:16:00+00:00,A0011,97.184.215.103,P000,44.89,1,0
2025-01-26T04:38:00+00:00,A0006,196.146.80.54,P009,33.88,1,0
2025-01-26T05:53:00+00:00,A0007,252.231.1.157,P012,58.8,1,0
2025-01-26T05:57:00+00:00,A0090,4.144.29.9,P006,55.67,1,0
2025-01-26T06:02:00+00:00,A0013,151.62.145.136,P010,76.11,1,0
2025-01-26T06:07:00+00:00,A0036,234.63.111.9,P006,45.09,1,0
2025-01-26T06:10:00+00:00,A0088,241.33.118.124,P017,55.06,1,0
2025-01-26T06:14:00+00:00,A0074,123.204.96.175,P016,94.78,1,0
2025-01-26T06:44:00+00:00,A0031,194.204.174.157,P006,43.64,1,0
2025-01-26T07:11:00+00:00,A0074,189.88.122.28,P008,73.33,1,1
2025-01-26T07:27:00+00:00,A0048,154.238.204.250,P009,63.74,1,0
2025-01-26T07:47:00+00:00,A0004,137.169.108.175,P006,47.74,1,0
2025-01-26T09:35:00+00:00,A0012,33.93.112.190,P006,43.58,1,0
2025-01-26T09:43:00+00:00,A0009,135.65.237.161,P000,57.24,1,0
2025-01-26T10:31:00+00:00,A0009,130.15.253.15,P003,32.25,1,0
2025-01-26T10:34:00+00:00,A0037,213.194.229.183,P006,62.69,1,0
2025-01-26T10:56:00+00:00,A0067,88.184.173.158,P001,25.51,1,0
2025-01-26T11:48:00+00:00,A0080,90.159.180.52,P012,61.9,1,0
2025-01-26T12:24:00+00:00,A0022,71.12.29.26,P018,93.98,1,0
2025-01-26T13:14:00+00:00,A0021,37.116.150.132,P018,46.52,1,0
2025-01-26T14:17:00+00:00,A0047,99.33.75.129,P006,49.37,1,0
2025-01-26T14:36:00+00:00,A0083,217.158.196.170,P006,47.01,1,0
2025-01-26T14:38:00+00:00,A0028,65.194.195.23,P001,46.46,1,0
2025-01-26T14:59:00+00:00,A0025,192.222.20.24,P002,142.78,1,0
2025-01-26T15:01:00+00:00,A0061,30.119.174.150,P012,57.51,1,0
2025-01-26T17:51:00+00:00,A0011,110.64.102.235,P014,67.32,1,0
2025-01-26T18:38:00+00:00,A0019,210.115.68.8,P014,48.03,1,0
2025-01-26T18:43:00+00:00,A0075,141.186.28.11,P002,36.96,1,0
2025-01-26T18:47:00+00:00,A0051,82.36.49.153,P012,58.31,1,0
2025-01-26T20:21:00+00:00,A0074,198.55.228.97,P005,48.12,1,1
2025-01-26T21:38:00+00:00,A0089,178.134.2.147,P004,46.85,1,0
2025-01-26T21:55:00+00:00,A0061,101.40.114.67,P018,25.68,1,0
2025-01-26T22:24:00+00:00,A0048,123.177.229.158,P012,40.38,1,0
2025-01-26T22:34:00+00:00,A0059,251.236.122.133,P013,72.15,1,0
2025-01-26T22:47:00+00:00,A0025,152.55.77.138,P000,42.59,1,0
2025-01-26T22:55:00+00:00,A0024,158.134.158.123,P016,33.63,1,0
2025-01-26T23:46:00+00:00,A0038,78.137.150.175,P012,65.09,1,0
2025-01-27T00:02:00+00:00,A0009,188.48.104.140,P010,34.69,1,0
2025-01-27T00:25:00+00:00,A0027,55.247.36.182,P011,14.71,1,0
2025-01-27T00:55:00+00:00,A0000,61.14.95.12,P004,58.73,1,0
2025-01-27T01:37:00+00:00,A0016,76.115.148.251,P004,53.42,1,0
2025-01-27T01:40:00+00:00,A0035,180.198.120.212,P001,42.97,1,0
2025-01-27T01:55:00+00:00,A0044,13.158.189.216,P010,75.53,1,0
2025-01-27T02:05:00+00:00,A0086,113.39.115.188,P007,156.79,1,0
2025-01-27T02:23:00+00:00,A0016,18.150.143.39,P006,33.83,1,0
2025-01-27T03:55:00+00:00,A0065,231.179.194.170,P001,69.49,1,0
2025-01-27T04:22:00+00:00,A0098,68.160.48.245,P014,128.29,1,0
2025-01-27T04:50:00+00:00,A0019,122.7.205.27,P000,153.81,1,0
2025-01-27T05:01:00+00:00,A0055,250.102.239.67,P007,45.72,1,0
2025-01-27T06:50:00+00:00,A0035,116.30.95.135,P011,34.67,1,0
2025-01-27T10:09:00+00:00,A0035,251.201.219.23,P017,88.13,1,0
2025-01-27T10:17:00+00:00,A0049,136.183.130.199,P002,29.82,1,0
2025-01-27T12:39:00+00:00,A0053,105.231.165.254,P011,119.08,1,0
2025-01-27T12:40:00+00:00,A0050,75.64.177.47,P000,78.4,1,0
2025-01-27T12:42:00+00:00,A0037,106.136.128.11,P013,89.89,1,0
2025-01-27T13:22:00+00:00,A0046,136.46.80.50,P017,42.08,1,0
2025-01-27T13:58:00+00:00,A0024,39.38.251.87,P012,33.22,1,0
2025-01-27T15:25:00+00:00,A0091,213.174.207.244,P002,57.22,1,0
2025-01-27T15:40:00+00:00,A0035,235.51.187.226,P001,59.12,1,0
2025-01-27T16:08:00+00:00,A0099,110.127.65.165,P003,60.67,1,0
2025-01-27T16:19:00+00:00,A0088,206.245.150.195,P006,56.08,1,0
2025-01-27T16:30:00+00:00,A0042,161.100.102.81,P012,48.12,1,0
2025-01-27T17:15:00+00:00,A0053,91.223.98.176,P008,62.14,1,0
2025-01-27T17:28:00+00:00,A0091,80.74.35.39,P004,32.35,1,0
2025-01-27T19:11:00+00:00,A0062,136.219.59.17,P018,98.98,1,0
2025-01-27T21:07:00+00:00,A0018,16.48.54.61,P007,34.29,1,0
2025-01-27T21:24:00+00:00,A0031,150.32.106.73,P016,21.66,1,0
2025-01-27T21:43:00+00:00,A0085,163.99.64.175,P006,57.69,1,0
2025-01-27T22:40:00+00:00,A0072,223.162.104.240,P002,35.45,1,0
2025-01-27T23:20:00+00:00,A0074,220.139.139.179,P013,128.05,1,0
2025-01-27T23:59:00+00:00,A0010,214.168.203.242,P017,33.14,1,0
2025-01-28T00:26:00+00:00,A0016,44.3.24.157,P005,9.18,1,0
2025-01-28T02:02:00+00:00,A0041,86.166.189.59,P013,10.22,1,0
2025-01-28T02:30:00+00:00,A0051,96.8.67.44,P004,156.64,1,0
2025-01-28T02:54:00+00:00,A0094,252.60.133.59,P006,72.44,1,0
2025-01-28T03:14:00+00:00,A0086,20.27.253.170,P000,56.01,1,0
2025-01-28T03:15:00+00:00,A0058,38.227.145.84,P000,47.6,1,0
2025-01-28T03:30:00+00:00,A0092,107.117.7.138,P009,59.55,1,0
2025-01-28T03:34:00+00:00,A0010,49.217.220.167,P018,82.46,1,0
2025-01-28T03:48:00+00:00,A0093,72.113.136.235,P004,26.15,1,0
2025-01-28T03:54:00+00:00,A0091,249.205.44.120,P013,57.94,1,0
2025-01-28T04:09:00+00:00,A0082,150.13.232.34,P017,68.1,1,0
2025-01-28T04:28:00+00:00,A0037,162.167.42.231,P003,30.78,1,0
2025-01-28T04:42:00+00:00,A0077,18.27.151.229,P008,114.21,1,0
2025-01-28T05:21:00+00:00,A0022,88.25.11.145,P017,62.82,1,0
2025-01-28T06:15:00+00:00,A0081,83.132.103.71,P008,27.58,1,0
2025-01-28T08:12:00+00:00,A0027,132.62.202.40,P012,34.96,1,0
2025-01-28T08:31:00+00:00,A0086,128.128.147.52,P007,54.31,1,0
2025-01-28T09:38:00+00:00,A0002,220.21.222.8,P006,79.31,1,0
2025-01-28T10:09:00+00:00,A0052,251.40.250.249,P004,59.65,1,0
2025-01-28T10:45:00+00:00,A0002,74.149.116.112,P016,69.62,1,0
2025-01-28T10:52:00+00:00,A0020,178.179.246.219,P006,80.22,1,0
2025-01-28T11:37:00+00:00,A0033,183.61.78.221,P015,72.38,1,0
2025-01-28T12:16:00+00:00,A0039,165.80.31.113,P017,67.36,1,0
2025-01-28T12:51:00+00:00,A0034,169.81.146.41,P009,34.01,1,0
2025-01-28T12:58:00+00:00,A0070,66.225.158.170,P002,46.32,1,0
2025-01-28T13:42:00+00:00,A0008,231.148.94.67,P005,57.89,1,0
2025-01-28T16:16:00+00:00,A0045,202.178.180.35,P018,113.57,1,0
2025-01-28T16:39:00+00:00,A0091,33.148.143.80,P008,30.83,1,0
2025-01-28T16:50:00+00:00,A0035,170.144.188.197,P009,65.96,1,0
2025-01-28T16:59:00+00:00,A0054,194.98.42.242,P001,83.85,1,0
2025-01-28T18:43:00+00:00,A0013,245.117.76.77,P001,47.39,1,0
2025-01-28T19:47:00+00:00,A0073,109.2.139.128,P000,18.52,1,0
2025-01-28T21:30:00+00:00,A0063,61.152.85.242,P010,51.5,1,0
2025-01-28T22:17:00+00:00,A0068,229.181.69.191,P008,36.81,1,0
2025-01-28T22:19:00+00:00,A0041,126.120.156.206,P007,41.13,1,0
2025-01-28T23:00:00+00:00,A0031,69.111.162.51,P013,38.11,1,0
2025-01-28T23:40:00+00:00,A0042,5.64.132.223,P013,55.19,1,0
2025-01-28T23:40:00+00:00,A0022,53.120.196.62,P006,2.44,1,0
2025-01-29T02:42:00+00:00,A0044,79.188.182.115,P017,91.76,1,0
2025-01-29T03:09:00+00:00,A0072,43.55.77.41,P015,62.26,1,0
2025-01-29T03:24:00+00:00,A0053,124.88.247.7,P017,110.48,1,0
2025-01-29T04:07:00+00:00,A0016,234.49.223.101,P018,20.09,1,0
2025-01-29T05:40:00+00:00,A0096,122.232.74.67,P014,41.15,1,0
2025-01-29T06:00:00+00:00,A0048,154.239.207.45,P010,61.37,1,0
2025-01-29T07:11:00+00:00,A0009,38.165.137.166,P002,26.16,1,0
2025-01-29T07:12:00+00:00,A0067,66.101.127.92,P017,61.55,1,0
2025-01-29T07:51:00+00:00,A0068,191.173.71.248,P001,40.58,1,0
2025-01-29T08:52:00+00:00,A0032,58.185.173.249,P007,9.23,1,0
2025-01-29T09:14:00+00:00,A0051,173.95.233.21,P000,40.3,1,0
2025-01-29T09:53:00+00:00,A0083,238.117.228.155,P003,32.12,1,0
2025-01-29T10:24:00+00:00,A0003,131.47.160.164,P010,60.38,1,0
2025-01-29T10:39:00+00:00,A0033,27.84.8.227,P001,51.78,1,0
2025-01-29T11:01:00+00:00,A0084,146.169.202.73,P008,34.99,1,0
2025-01-29T11:34:00+00:00,A0077,15.18.83.124,P013,41.04,1,0
2025-01-29T12:48:00+00:00,A0033,45.225.126.14,P006,56.78,1,0
2025-01-29T13:01:00+00:00,A0013,5.157.39.53,P013,6.27,1,0
2025-01-29T13:03:00+00:00,A0052,20.105.220.226,P013,46.42,1,0
2025-01-29T14:05:00+00:00,A0003,55.91.114.5,P007,18.91,1,0
2025-01-29T14:51:00+00:00,A0002,186.156.250.120,P004,85.43,1,0
2025-01-29T15:35:00+00:00,A0008,45.183.92.205,P000,19.72,1,0
2025-01-29T15:44:00+00:00,A0078,113.187.173.34,P005,23.51,1,0
2025-01-29T16:26:00+00:00,A0086,60.209.209.145,P001,59.5,1,0
2025-01-29T16:55:00+00:00,A0045,86.231.241.153,P015,42.39,1,0
2025-01-29T17:04:00+00:00,A0060,179.184.129.217,P007,17.42,1,0
2025-01-29T17:19:00+00:00,A0072,70.150.190.60,P014,75.62,1,0
2025-01-29T17:22:00+00:00,A0037,4.71.135.82,P013,26.76,1,0
2025-01-29T18:00:00+00:00,A0099,44.18.175.124,P013,40.71,1,0
2025-01-29T20:03:00+00:00,A0004,232.123.252.231,P006,49.03,1,0
2025-01-29T20:06:00+00:00,A0025,67.108.34.82,P002,80.94,1,0
2025-01-29T20:11:00+00:00,A0059,179.198.115.70,P008,39.33,1,0
2025-01-29T20:15:00+00:00,A0011,103.107.79.52,P011,16.05,1,0
2025-01-29T20:40:00+00:00,A0037,236.182.17.222,P016,64.93,1,0
2025-01-29T20:42:00+00:00,A0092,102.181.204.243,P005,81.77,1,0
2025-01-29T20:44:00+00:00,A0055,137.183.37.178,P011,77.16,1,0
2025-01-29T20:47:00+00:00,A0083,152.24.246.164,P010,21.57,1,0
2025-01-29T21:32:00+00:00,A0060,185.54.7.39,P003,64.55,1,0
2025-01-29T21:49:00+00:00,A0003,245.234.152.143,P008,46.23,1,0
2025-01-29T22:30:00+00:00,A0053,22.240.57.137,P015,16.89,1,0
2025-01-29T22:32:00+00:00,A0013,174.31.156.55,P000,53.61,1,1
2025-01-29T23:59:00+00:00,A0051,186.249.121.163,P013,41.54,1,0
2025-01-30T00:34:00+00:00,A0006,72.137.10.150,P004,30.75,1,0
2025-01-30T00:35:00+00:00,A0086,124.74.178.228,P019,49.26,1,0
2025-01-30T01:51:00+00:00,A0051,117.71.111.29,P015,28.45,1,1
2025-01-30T03:17:00+00:00,A0025,3.155.136.131,P009,78.01,1,0
2025-01-30T03:42:00+00:00,A0051,11.209.91.79,P018,45.06,1,1
2025-01-30T05:44:00+00:00,A0014,53.49.42.45,P016,61.8,1,0
2025-01-30T06:33:00+00:00,A0057,221.90.73.205,P009,44.64,1,0
2025-01-30T06:44:00+00:00,A0056,51.202.176.135,P014,57.63,1,0
2025-01-30T07:15:00+00:00,A0007,232.122.144.146,P000,37.66,1,0
2025-01-30T07:46:00+00:00,A0081,175.31.227.229,P019,49.76,1,0
2025-01-30T07:55:00+00:00,A0073,177.188.129.148,P007,33.66,1,0
2025-01-30T08:13:00+00:00,A0026,87.221.9.114,P014,85.71,1,0
2025-01-30T09:20:00+00:00,A0098,115.153.4.140,P019,60.25,1,0
2025-01-30T10:56:00+00:00,A0036,62.3.132.211,P005,65.16,1,0
2025-01-30T11:23:00+00:00,A0051,69.35.124.236,P010,49.16,1,0
2025-01-30T12:44:00+00:00,A0045,199.115.90.160,P006,51.18,1,0
2025-01-30T13:15:00+00:00,A0026,12.113.179.60,P002,28.99,1,0
2025-01-30T13:21:00+00:00,A0046,150.75.217.118,P019,85.19,1,0
2025-01-30T13:45:00+00:00,A0007,79.70.81.106,P005,30.6,1,0
2025-01-30T15:12:00+00:00,A0010,207.54.162.161,P001,40.43,1,0
2025-01-30T16:30:00+00:00,A0056,200.66.138.30,P007,40.0,1,0
2025-01-30T17:13:00+00:00,A0065,251.107.87.97,P000,23.85,1,0
2025-01-30T17:44:00+00:00,A0084,175.30.45.204,P006,82.03,1,0
2025-01-30T18:20:00+00:00,A0065,68.72.55.157,P008,31.66,1,0
2025-01-30T18:23:00+00:00,A0030,208.98.221.164,P012,46.61,1,0
2025-01-30T19:11:00+00:00,A0084,214.43.64.151,P013,51.83,1,0
2025-01-30T20:11:00+00:00,A0000,39.51.211.210,P019,46.81,1,0
2025-01-30T21:40:00+00:00,A0014,199.187.187.15,P016,28.88,1,0
2025-01-30T23:28:00+00:00,A0092,148.184.100.115,P014,51.5,1,0
2025-01-30T23:29:00+00:00,A0016,194.109.204.32,P008,45.28,1,0
2025-01-31T00:02:00+00:00,A0097,163.124.168.97,P013,78.63,1,0
2025-01-31T00:38:00+00:00,A0042,3.172.113.197,P018,85.88,1,0
2025-01-31T00:39:00+00:00,A0011,47.235.178.80,P011,129.79,1,0
2025-01-31T01:40:00+00:00,A0025,170.66.215.153,P005,63.81,1,0
2025-01-31T01:43:00+00:00,A0013,109.122.110.102,P011,12.94,1,0
2025-01-31T01:58:00+00:00,A0068,243.45.124.76,P000,50.42,1,0
2025-01-31T02:04:00+00:00,A0072,76.118.81.215,P018,74.86,1,0
2025-01-31T04:50:00+00:00,A0014,104.194.199.205,P019,69.9,1,0
2025-01-31T04:51:00+00:00,A0088,30.47.34.148,P002,57.17,1,0
2025-01-31T06:02:00+00:00,A0005,169.51.13.239,P012,57.19,1,0
2025-01-31T08:27:00+00:00,A0065,25.164.231.170,P009,24.86,1,0
2025-01-31T10:09:00+00:00,A0092,130.176.172.236,P019,62.88,1,1
2025-01-31T10:16:00+00:00,A0047,131.145.236.112,P016,45.45,1,0
2025-01-31T10:35:00+00:00,A0065,197.114.105.191,P017,1.0,1,1
2025-01-31T11:03:00+00:00,A0018,175.75.154.150,P007,58.92,1,0
2025-01-31T11:55:00+00:00,A0068,195.49.167.131,P007,56.23,1,0
2025-01-31T12:07:00+00:00,A0006,197.147.21.120,P005,57.25,1,0
2025-01-31T12:56:00+00:00,A0010,115.217.63.66,P014,40.46,1,0
2025-01-31T13:16:00+00:00,A0006,143.84.212.10,P019,66.02,1,0
2025-01-31T14:30:00+00:00,A0084,117.142.131.179,P004,44.1,1,0
2025-01-31T15:40:00+00:00,A0083,103.247.30.67,P013,80.03,1,0
2025-01-31T17:23:00+00:00,A0097,145.73.10.62,P017,46.4,1,0
2025-01-31T18:33:00+00:00,A0025,220.232.153.39,P013,54.8,1,0
2025-01-31T19:09:00+00:00,A0089,186.146.45.173,P019,57.27,1,0
2025-01-31T19:16:00+00:00,A0067,209.239.75.182,P012,42.81,1,0
2025-01-31T19:30:00+00:00,A0002,68.235.74.99,P000,87.81,1,0
2025-01-31T19:35:00+00:00,A0022,91.134.210.104,P015,48.92,1,0
2025-01-31T19:59:00+00:00,A0025,99.168.180.8,P015,53.79,1,1
2025-01-31T20:06:00+00:00,A0026,91.84.24.162,P008,27.2,1,0
2025-01-31T20:14:00+00:00,A0093,65.176.253.64,P007,89.82,1,0
2025-01-31T20:15:00+00:00,A0017,211.246.71.126,P004,38.98,1,0
2025-01-31T21:30:00+00:00,A0020,93.144.108.243,P018,29.95,1,0
2025-01-31T21:57:00+00:00,A0061,192.251.63.46,P014,27.88,1,0
2025-01-31T22:38:00+00:00,A0046,38.217.121.159,P007,66.92,1,0
2025-01-31T22:38:00+00:00,A0096,224.65.196.145,P008,73.0,1,0
2025-01-31T23:11:00+00:00,A0018,31.77.15.107,P003,14.8,1,0
2025-01-31T23:20:00+00:00,A0054,83.159.18.129,P003,26.44,1,0
2025-02-01T02:46:00+00:00,A0026,43.13.71.16,P007,1.0,1,0
2025-02-01T04:23:00+00:00,A0021,157.118.252.49,P015,37.89,1,0
2025-02-01T04:25:00+00:00,A0015,135.157.117.216,P005,67.62,1,0
2025-02-01T04:53:00+00:00,A0063,12.112.225.223,P011,33.29,1,0
2025-02-01T05:14:00+00:00,A0048,111.26.237.6,P006,53.4,1,0
2025-02-01T05:33:00+00:00,A0037,153.55.29.186,P005,69.84,1,0
2025-02-01T06:35:00+00:00,A0059,73.217.77.25,P009,135.41,1,0
2025-02-01T06:58:00+00:00,A0014,227.169.3.222,P015,37.58,1,0
2025-02-01T07:27:00+00:00,A0010,82.70.150.48,P004,42.83,1,0
2025-02-01T07:44:00+00:00,A0007,182.201.20.96,P017,100.41,1,0
2025-02-01T07:52:00+00:00,A0062,234.245.183.89,P012,65.9,1,0
2025-02-01T08:49:00+00:00,A0008,27.184.56.30,P013,1.0,1,0
2025-02-01T12:55:00+00:00,A0021,114.229.133.253,P007,53.03,1,0
2025-02-01T13:52:00+00:00,A0024,236.56.74.25,P004,57.64,1,0
2025-02-01T13:52:00+00:00,A0076,113.206.113.77,P012,28.09,1,0
2025-02-01T19:12:00+00:00,A0000,49.230.224.134,P004,37.54,1,0
2025-02-01T21:46:00+00:00,A0097,20.185.87.13,P000,35.82,1,0
2025-02-01T22:27:00+00:00,A0086,140.98.102.206,P001,46.1,1,0
2025-02-01T23:32:00+00:00,A0057,138.189.135.63,P017,55.86,1,0
2025-02-02T03:55:00+00:00,A0074,252.224.175.66,P009,47.58,1,0
2025-02-02T04:58:00+00:00,A0047,185.203.31.12,P010,48.12,1,0
2025-02-02T06:12:00+00:00,A0016,183.250.250.125,P000,65.86,1,0
2025-02-02T06:43:00+00:00,A0001,82.232.15.193,P013,55.37,1,0
2025-02-02T08:50:00+00:00,A0054,16.134.100.155,P018,58.44,1,0
2025-02-02T08:59:00+00:00,A0056,209.56.32.241,P012,61.03,1,0
2025-02-02T09:12:00+00:00,A0080,168.210.139.100,P010,72.19,1,0
2025-02-02T11:01:00+00:00,A0015,103.25.90.242,P016,82.73,1,0
2025-02-02T11:14:00+00:00,A0064,44.35.165.208,P004,112.0,1,0
2025-02-02T11:17:00+00:00,A0020,223.227.184.195,P002,48.98,1,0
2025-02-02T12:09:00+00:00,A0066,215.48.79.221,P012,72.59,1,0
2025-02-02T12:34:00+00:00,A0009,121.170.250.39,P000,56.5,1,0
2025-02-02T12:55:00+00:00,A0033,251.158.188.194,P005,44.16,1,0
2025-02-02T13:03:00+00:00,A0037,245.89.193.135,P009,42.23,1,0
2025-02-02T13:30:00+00:00,A0024,126.56.59.160,P015,68.0,1,0
2025-02-02T13:50:00+00:00,A0079,21.108.241.139,P012,44.59,1,0
2025-02-02T14:37:00+00:00,A0039,51.8.119.142,P013,48.43,1,0
2025-02-02T15:04:00+00:00,A0083,103.182.154.16,P013,65.06,1,0
2025-02-02T15:08:00+00:00,A0059,232.127.139.150,P006,15.03,1,0
2025-02-02T15:24:00+00:00,A0066,43.103.165.36,P009,60.11,1,0
2025-02-02T17:32:00+00:00,A0002,254.223.74.28,P014,37.82,1,0
2025-02-02T18:02:00+00:00,A0054,34.214.6.33,P003,30.26,1,0
2025-02-02T18:39:00+00:00,A0051,105.254.57.147,P015,107.15,1,0
2025-02-02T18:59:00+00:00,A0052,94.126.35.236,P003,74.11,1,0
2025-02-02T19:11:00+00:00,A0030,152.5.8.121,P008,71.2,1,0
2025-02-02T20:13:00+00:00,A0027,128.27.168.30,P010,54.0,1,0
2025-02-02T21:13:00+00:00,A0042,106.149.231.35,P013,43.19,1,0
2025-02-02T22:33:00+00:00,A0044,1.236.57.209,P002,64.3,1,0
2025-02-02T23:07:00+00:00,A0016,66.26.40.141,P004,48.57,1,0
2025-02-02T23:17:00+00:00,A0096,242.25.56.37,P019,74.55,1,0
2025-02-02T23:24:00+00:00,A0003,201.113.16.106,P011,51.36,1,0
2025-02-02T23:52:00+00:00,A0075,222.213.184.99,P001,50.24,1,0
2025-02-02T23:56:00+00:00,A0072,148.179.29.131,P002,15.49,1,0
2025-02-03T01:10:00+00:00,A0045,150.53.111.47,P013,48.08,1,0
2025-02-03T01:49:00+00:00,A0066,219.16.93.151,P010,57.0,1,0
2025-02-03T02:40:00+00:00,A0002,105.51.247.227,P000,41.05,1,0
2025-02-03T04:28:00+00:00,A0082,87.226.41.234,P002,58.17,1,0
2025-02-03T04:59:00+00:00,A0045,155.83.221.10,P004,69.48,1,0
2025-02-03T05:46:00+00:00,A0032,9.119.160.169,P011,89.54,1,0
2025-02-03T06:48:00+00:00,A0049,248.30.64.252,P019,48.68,1,0
2025-02-03T06:54:00+00:00,A0084,212.141.118.233,P012,49.65,1,0
